,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer
865,218,43,737483,1996-02-14,IL,250/500,500,1521,0,477856,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,18,1,?,1,3,YES,68200,13640,6820,47740,Dodge,RAM,2003,Y,Middle Aged,Long-Term Client,18.166666666666668,27631.5,-40568.5
866,152,33,695117,2001-06-10,IN,100/300,1000,1034,0,617721,FEMALE,JD,armed-forces,exercise,husband,0,0,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,NO,1,0,NO,63900,7100,7100,49700,Accura,TL,2014,N,Middle Aged,Long-Term Client,12.666666666666666,13097.333333333334,-50802.666666666664
867,212,39,167466,2010-03-17,OH,100/300,1000,1255,0,454176,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,22,2,NO,0,3,YES,59300,11860,5930,41510,Dodge,RAM,2008,N,Middle Aged,Long-Term Client,17.666666666666668,22171.666666666664,-37128.333333333336
868,242,44,664732,2003-07-30,IL,500/1000,2000,1396,6000000,618127,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,15,3,NO,1,2,YES,66900,6690,13380,46830,Suburu,Forrestor,1999,Y,Middle Aged,Long-Term Client,20.166666666666668,28152.666666666664,-38747.333333333336
869,80,27,143038,2014-09-17,OH,500/1000,500,795,0,441923,MALE,JD,farming-fishing,skydiving,husband,0,-51000,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,16,3,YES,1,3,?,40810,3710,7420,29680,Ford,F150,2000,Y,Young Adult,Established Client,6.666666666666667,5300.0,-35510.0
870,260,43,979963,2009-06-03,IN,100/300,500,982,0,604279,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,18,1,?,1,0,?,75400,15080,7540,52780,Honda,CRV,2011,N,Middle Aged,Long-Term Client,21.666666666666668,21276.666666666664,-54123.333333333336
871,133,34,467841,1994-10-11,IN,500/1000,500,1074,0,440833,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100,2015-01-28,Parked Car,?,Minor Damage,None,WV,Northbend,8492 Andromedia Ridge,8,1,NO,2,0,YES,4200,420,840,2940,Jeep,Wrangler,2013,N,Middle Aged,Established Client,11.083333333333334,11903.5,7703.5
872,290,45,219028,1991-07-18,OH,100/300,1000,1311,0,451550,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,YES,0,0,YES,52650,5850,5850,40950,Ford,F150,2001,Y,Middle Aged,Long-Term Client,24.166666666666668,31682.5,-20967.5
873,322,49,130156,2001-09-24,IL,250/500,2000,1277,0,431853,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,?,0,2,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007,N,Middle Aged,Long-Term Client,26.833333333333332,34266.16666666667,-7973.8333333333285
874,228,39,762951,2012-09-19,IN,500/1000,500,1388,0,614274,FEMALE,JD,sales,reading,husband,35200,0,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,YES,1,0,YES,59490,6610,6610,46270,Mercedes,ML350,1995,N,Middle Aged,Long-Term Client,19.0,26372.0,-33118.0
875,195,37,376879,1991-07-11,IL,100/300,1000,1406,8000000,619148,MALE,MD,tech-support,base-jumping,unmarried,0,0,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,12,1,NO,0,2,NO,44200,4420,4420,35360,Jeep,Wrangler,2002,Y,Middle Aged,Long-Term Client,16.25,22847.5,-21352.5
876,247,39,599031,1991-10-29,IN,100/300,500,1558,0,456781,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300,2015-02-16,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,2577 Texas Ridge,5,1,YES,1,2,?,7700,770,1540,5390,Saab,93,2000,N,Middle Aged,Long-Term Client,20.583333333333332,32068.833333333336,24368.833333333336
877,405,57,676255,1999-12-28,IN,500/1000,1000,1132,4000000,434293,MALE,MD,priv-house-serv,exercise,other-relative,46300,0,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,21,3,?,2,3,?,61440,10240,10240,40960,Saab,93,2008,N,Elderly,Long-Term Client,33.75,38205.0,-23235.0
878,144,37,985446,2012-10-11,OH,250/500,2000,1896,0,460895,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,17,3,YES,1,3,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015,Y,Middle Aged,Established Client,12.0,22752.0,-31648.0
879,338,47,884180,1995-08-19,IL,500/1000,500,1143,4000000,601600,MALE,MD,priv-house-serv,polo,other-relative,0,0,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,4,1,YES,2,1,?,58560,9760,9760,39040,Mercedes,E400,2002,N,Middle Aged,Long-Term Client,28.166666666666668,32194.5,-26365.5
880,121,34,571462,1991-02-11,IN,500/1000,500,1285,0,465440,MALE,MD,priv-house-serv,video-games,wife,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,1578 5th Lane,11,1,NO,1,1,NO,67300,6730,6730,53840,Dodge,RAM,2000,Y,Middle Aged,Established Client,10.083333333333334,12957.083333333332,-54342.91666666667
881,398,55,815883,1991-07-02,OH,250/500,2000,1305,0,455482,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,2015-01-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,?,1,3,YES,36740,3340,6680,26720,BMW,X5,1998,Y,Middle Aged,Long-Term Client,33.166666666666664,43282.5,6542.5
882,9,30,258265,1994-04-10,IL,100/300,1000,1073,0,438877,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,5806 Embaracadero St,12,1,?,0,0,NO,85690,15580,15580,54530,BMW,3 Series,2011,N,Young Adult,New Client,0.75,804.75,-84885.25
883,115,31,569714,2005-12-04,OH,500/1000,1000,1051,0,479824,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,18,3,YES,0,3,NO,34160,0,4270,29890,Audi,A5,2005,Y,Middle Aged,Established Client,9.583333333333334,10072.083333333332,-24087.916666666668
884,280,48,180008,2014-07-16,IL,250/500,1000,1387,0,477415,MALE,JD,transport-moving,paintball,not-in-family,0,-72000,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,5839 Weaver Lane,16,1,NO,2,2,?,61320,10220,10220,40880,BMW,M5,1998,N,Middle Aged,Long-Term Client,23.333333333333332,32363.333333333332,-28956.666666666668
885,254,45,633375,2003-09-17,IL,250/500,500,1083,0,614372,MALE,JD,other-service,paintball,husband,59800,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,7630 Rock Drive,19,3,YES,0,0,?,79680,13280,13280,53120,BMW,3 Series,2004,N,Middle Aged,Long-Term Client,21.166666666666668,22923.5,-56756.5
886,141,30,556538,2000-07-15,IL,250/500,1000,1851,0,465248,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,NO,1,0,YES,61740,6860,6860,48020,Audi,A3,2002,N,Young Adult,Established Client,11.75,21749.25,-39990.75
887,441,55,669501,2009-07-29,IN,250/500,500,1270,4000000,449421,MALE,College,armed-forces,exercise,husband,24000,-50500,2015-02-19,Parked Car,?,Minor Damage,None,VA,Arlington,9988 Rock Ridge,4,1,NO,0,0,NO,6400,640,640,5120,Honda,Civic,2002,N,Middle Aged,Long-Term Client,36.75,46672.5,40272.5
888,381,55,963761,1991-04-13,OH,500/1000,500,1459,0,445856,FEMALE,MD,other-service,chess,wife,35900,0,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,TL,2011,N,Middle Aged,Long-Term Client,31.75,46323.25,-14276.75
889,191,38,753005,2005-11-20,IL,100/300,2000,1253,0,608525,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,7201 Washington Ave,19,3,NO,2,0,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007,N,Middle Aged,Long-Term Client,15.916666666666666,19943.583333333336,-36376.416666666664
890,145,34,454758,1990-05-20,IN,100/300,1000,1142,0,608813,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,YES,2,0,NO,52250,9500,4750,38000,Suburu,Legacy,2012,N,Middle Aged,Established Client,12.083333333333334,13799.166666666668,-38450.83333333333
891,479,60,698589,2002-11-28,IL,500/1000,1000,1188,0,459295,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,3275 Pine St,9,2,?,0,3,?,53900,5390,10780,37730,Saab,95,2006,N,Elderly,Long-Term Client,39.916666666666664,47421.0,-6479.0
892,215,35,330119,2004-06-15,IL,500/1000,1000,1125,0,606144,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,2015-01-15,Vehicle Theft,?,Trivial Damage,None,WV,Columbus,7785 Lincoln Lane,6,1,?,2,1,NO,2640,220,440,1980,Jeep,Wrangler,2001,N,Middle Aged,Long-Term Client,17.916666666666668,20156.25,17516.25
893,41,33,164464,2010-09-26,OH,250/500,500,1294,0,476315,MALE,High School,transport-moving,sleeping,husband,0,0,2015-02-23,Vehicle Theft,?,Minor Damage,None,NC,Arlington,4994 Lincoln Drive,8,1,YES,0,0,?,8970,1380,1380,6210,Dodge,Neon,2011,N,Middle Aged,Established Client,3.4166666666666665,4421.166666666666,-4548.833333333334
894,45,31,927354,1990-09-15,IN,100/300,500,1459,0,475891,MALE,MD,priv-house-serv,movies,not-in-family,0,0,2015-02-17,Parked Car,?,Minor Damage,None,NY,Springfield,1298 Maple Hwy,6,1,?,1,3,?,6000,1000,1000,4000,Suburu,Impreza,2000,N,Middle Aged,Established Client,3.75,5471.25,-528.75
895,156,38,231508,2009-09-16,IL,100/300,500,1367,0,462525,MALE,High School,armed-forces,board-games,own-child,26500,0,2015-02-17,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2644 MLK Drive,23,3,?,0,3,?,55200,11040,5520,38640,Saab,92x,1998,Y,Middle Aged,Long-Term Client,13.0,17771.0,-37429.0
896,246,45,272910,1999-08-12,IN,250/500,500,1594,0,606283,MALE,Associate,exec-managerial,board-games,own-child,0,0,2015-01-18,Parked Car,?,Trivial Damage,None,SC,Riverwood,5630 1st Drive,13,1,NO,0,3,YES,7260,660,1320,5280,Saab,92x,2008,N,Middle Aged,Long-Term Client,20.5,32677.000000000004,25417.000000000004
897,178,39,305758,2009-03-08,IL,100/300,500,1035,0,465252,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,2015-01-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6137 MLK St,3,3,NO,2,0,?,64680,11760,11760,41160,Jeep,Wrangler,2010,N,Middle Aged,Long-Term Client,14.833333333333334,15352.5,-49327.5
898,237,43,950542,2009-04-27,OH,250/500,500,911,0,449979,FEMALE,PhD,sales,basketball,husband,53200,0,2015-02-25,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,5383 Maple Drive,23,1,NO,0,1,NO,59200,0,11840,47360,Chevrolet,Malibu,1998,N,Middle Aged,Long-Term Client,19.75,17992.25,-41207.75
899,127,34,291544,2006-08-02,OH,500/1000,500,1319,0,604681,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,2015-01-06,Vehicle Theft,?,Minor Damage,None,NC,Arlington,4460 4th Lane,8,1,YES,1,3,?,4700,470,940,3290,Saab,92x,1998,N,Middle Aged,Established Client,10.583333333333334,13959.416666666668,9259.416666666668
900,1,33,388616,1995-12-06,OH,250/500,2000,1391,0,466390,MALE,Associate,sales,video-games,husband,61200,0,2015-02-26,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,8524 Pine Lane,23,1,YES,0,3,NO,69400,6940,6940,55520,Mercedes,C300,2000,N,Middle Aged,New Client,0.08333333333333333,115.91666666666667,-69284.08333333333
901,5,21,577992,2002-11-13,IN,250/500,500,915,5000000,612316,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,8456 1st Ave,23,1,YES,0,0,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998,N,Young Adult,New Client,0.4166666666666667,381.25,-40118.75
902,64,28,342830,1991-11-09,IL,500/1000,1000,1468,0,474731,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,3639 Flute Hwy,9,3,NO,2,1,NO,60000,5000,10000,45000,Honda,Accord,1997,N,Young Adult,Established Client,5.333333333333333,7829.333333333333,-52170.666666666664
903,142,30,491170,1998-01-14,IN,500/1000,500,1412,0,603260,MALE,PhD,armed-forces,basketball,wife,66400,-63700,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,7900 Sky Hwy,22,1,YES,2,3,NO,67320,11220,11220,44880,Volkswagen,Jetta,1996,N,Young Adult,Established Client,11.833333333333334,16708.666666666668,-50611.33333333333
904,97,27,175553,2002-04-25,OH,500/1000,500,1588,0,434370,FEMALE,High School,tech-support,movies,husband,56700,-49300,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,7835 Cherokee Hwy,22,3,YES,2,1,YES,75690,8410,8410,58870,Saab,95,2014,N,Young Adult,Established Client,8.083333333333334,12836.333333333334,-62853.666666666664
905,121,31,439341,1991-07-20,IN,100/300,1000,1140,0,478388,MALE,Associate,adm-clerical,paintball,other-relative,51300,0,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,1030 Pine Lane,15,3,NO,1,2,?,64300,6430,6430,51440,Chevrolet,Silverado,2002,Y,Middle Aged,Established Client,10.083333333333334,11495.0,-52805.0
906,225,43,221186,2004-08-13,OH,100/300,1000,1517,0,617883,MALE,JD,priv-house-serv,camping,own-child,0,-20900,2015-01-09,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,9278 Francis Ridge,16,3,NO,2,0,YES,64400,6440,6440,51520,BMW,X5,2011,N,Middle Aged,Long-Term Client,18.75,28443.75,-35956.25
907,425,53,868031,1990-06-24,OH,250/500,2000,912,0,464808,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,6604 Apache Drive,17,3,?,1,2,?,97080,16180,16180,64720,Saab,92x,2005,N,Middle Aged,Long-Term Client,35.416666666666664,32300.0,-64780.0
908,285,44,844117,1991-08-21,OH,250/500,2000,1144,0,609458,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0,2015-02-04,Vehicle Theft,?,Minor Damage,Police,WV,Northbrook,2311 4th St,3,1,YES,1,0,?,5500,500,500,4500,Honda,Civic,2010,N,Middle Aged,Long-Term Client,23.75,27170.0,21670.0
909,192,38,744557,2011-02-25,IN,500/1000,1000,1281,0,432405,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,9523 Solo Hwy,10,3,?,0,2,NO,30700,3070,6140,21490,Jeep,Wrangler,2010,N,Middle Aged,Long-Term Client,16.0,20496.0,-10204.0
910,285,48,159536,2013-02-04,IL,100/300,2000,1101,0,457875,FEMALE,College,sales,dancing,wife,46100,0,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,3171 Andromedia Lane,9,1,NO,1,2,YES,33480,3720,3720,26040,Nissan,Pathfinder,2012,N,Middle Aged,Long-Term Client,23.75,26148.75,-7331.25
911,98,26,727109,2001-02-20,IN,500/1000,2000,1082,0,477268,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900,2015-02-05,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,2492 Lincoln Lane,13,2,?,0,1,YES,65430,14540,7270,43620,Jeep,Wrangler,2001,N,Young Adult,Established Client,8.166666666666666,8836.333333333334,-56593.666666666664
912,175,36,155604,1992-03-03,OH,500/1000,500,1185,0,437580,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500,2015-01-30,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,4477 5th Ave,15,3,YES,2,1,YES,42680,3880,7760,31040,Accura,RSX,2006,Y,Middle Aged,Long-Term Client,14.583333333333334,17281.25,-25398.75
913,259,45,608443,2006-12-21,IL,500/1000,2000,1175,0,457121,MALE,MD,craft-repair,movies,not-in-family,30100,0,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,6724 Andromedia St,23,1,?,1,1,NO,87780,7980,7980,71820,Honda,CRV,2011,N,Middle Aged,Long-Term Client,21.583333333333332,25360.416666666668,-62419.58333333333
914,140,36,117862,2000-07-14,OH,500/1000,2000,979,0,436364,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,7495 Washington Ave,2,4,YES,0,2,YES,72800,14560,14560,43680,Honda,Accord,1998,N,Middle Aged,Established Client,11.666666666666666,11421.666666666666,-61378.333333333336
915,231,37,991553,1991-12-12,OH,250/500,500,920,0,467654,FEMALE,High School,sales,chess,wife,0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,4291 Sky Hwy,14,1,YES,2,0,?,71190,0,7910,63280,Mercedes,C300,1997,Y,Middle Aged,Long-Term Client,19.25,17710.0,-53480.0
916,186,38,727443,2013-07-01,OH,100/300,500,922,0,471148,MALE,High School,adm-clerical,golf,husband,70300,-70900,2015-02-25,Vehicle Theft,?,Trivial Damage,None,NY,Hillsdale,5650 Rock Ave,7,1,?,1,1,YES,3600,400,400,2800,Honda,Civic,1999,N,Middle Aged,Long-Term Client,15.5,14291.0,10691.0
917,229,41,378587,1998-12-16,OH,250/500,2000,1107,3000000,468202,MALE,PhD,tech-support,chess,not-in-family,65400,0,2015-01-23,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,6888 Elm Ridge,23,1,NO,1,3,NO,62640,10440,10440,41760,Mercedes,C300,2009,N,Middle Aged,Long-Term Client,19.083333333333332,21125.25,-41514.75
918,180,36,420948,2015-01-03,IL,100/300,500,1272,0,456959,MALE,College,prof-specialty,exercise,wife,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,2352 Sky Drive,7,3,YES,2,1,?,69630,12660,6330,50640,Toyota,Corolla,1998,N,Middle Aged,Long-Term Client,15.0,19080.0,-50550.0
919,188,33,457188,1994-04-01,IL,250/500,1000,1340,0,447274,MALE,High School,protective-serv,chess,own-child,0,-68800,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,5280 Pine Ave,8,3,YES,1,0,?,76010,13820,6910,55280,Dodge,RAM,1995,Y,Middle Aged,Long-Term Client,15.666666666666666,20993.333333333336,-55016.666666666664
920,214,40,118236,2000-08-15,OH,100/300,1000,1648,0,608405,MALE,JD,transport-moving,base-jumping,not-in-family,57700,-43500,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,6638 Tree Drive,17,1,NO,1,0,YES,44220,8040,4020,32160,Accura,MDX,2000,N,Middle Aged,Long-Term Client,17.833333333333332,29389.333333333336,-14830.666666666664
921,178,38,987524,2014-11-13,IL,250/500,500,1381,0,472253,FEMALE,College,other-service,camping,wife,0,0,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,5678 Lincoln Drive,10,3,NO,0,3,NO,57200,5200,10400,41600,BMW,M5,2011,N,Middle Aged,Long-Term Client,14.833333333333334,20484.833333333332,-36715.16666666667
922,55,35,490596,2011-02-04,IL,500/1000,500,1198,8000000,438923,MALE,MD,priv-house-serv,polo,wife,0,0,2015-01-14,Vehicle Theft,?,Minor Damage,Police,WV,Columbus,4496 Pine Lane,9,1,NO,0,3,NO,3080,560,560,1960,Nissan,Ultima,1998,N,Middle Aged,Established Client,4.583333333333333,5490.833333333333,2410.833333333333
923,90,31,524215,1990-06-24,OH,250/500,2000,951,0,607131,FEMALE,PhD,other-service,hiking,not-in-family,42100,0,2015-01-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8845 5th Ave,2,1,YES,1,0,YES,75790,13780,6890,55120,Accura,RSX,2007,N,Middle Aged,Established Client,7.5,7132.5,-68657.5
924,135,30,913464,2009-01-21,IN,500/1000,2000,1341,0,601701,FEMALE,MD,farming-fishing,skydiving,wife,37100,-46500,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,9317 Apache Ave,18,3,NO,0,1,NO,32670,5940,2970,23760,Honda,Accord,2003,N,Young Adult,Established Client,11.25,15086.25,-17583.75
925,277,46,398484,1992-11-07,IL,250/500,2000,1177,0,469220,FEMALE,Associate,adm-clerical,video-games,husband,0,-65500,2015-01-24,Vehicle Theft,?,Minor Damage,Police,VA,Arlington,8638 3rd Ave,4,1,?,2,3,NO,3870,430,860,2580,Jeep,Wrangler,2010,N,Middle Aged,Long-Term Client,23.083333333333332,27169.083333333332,23299.083333333332
926,211,38,752504,1997-05-15,IN,250/500,1000,1055,0,433250,FEMALE,Masters,transport-moving,video-games,own-child,0,0,2015-01-27,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,3061 Francis Hwy,12,1,?,0,3,YES,91520,8320,16640,66560,BMW,X6,2005,Y,Middle Aged,Long-Term Client,17.583333333333332,18550.416666666668,-72969.58333333333
927,156,32,449263,1992-03-20,IL,250/500,500,1479,0,444413,MALE,Masters,prof-specialty,bungie-jumping,unmarried,0,0,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,1173 Andromedia Ave,15,1,YES,1,3,YES,74690,6790,13580,54320,Dodge,RAM,2008,Y,Middle Aged,Long-Term Client,13.0,19227.0,-55463.0
